Radial Velocity,157.54,0.59,3.04,117.37,1.13,,
Radial Velocity,3.38773,0.039,0.62,50.2,0.7,,
Radial Velocity,326.6,1.06,1.3,136.8,,,
Radial Velocity,18.179,0.145,0.33,86.88,1.24,,
Radial Velocity,388,1.1,9.1,20.98,,,
Radial Velocity,1049,2.07,0.79,45.01,1.07,,
Radial Velocity,62.218,0.295,0.229,11.11,,,
Radial Velocity,154.46,0.53,0.61,33.24,,,
Radial Velocity,843.6,1.64,0.6,33.24,,,
Radial Velocity,2295,3.19,0.66,33.24,,,
Radial Velocity,55.01307,0.2831,2.802,42.88,1,,
Radial Velocity,2720,3.814,3.366,42.88,1,,
Radial Velocity,363.2,1.02,0.34,37.78,1.08,,
Radial Velocity,14.3098,0.131,0.839,42.43,,,
Radial Velocity,2140.2,3.712,13.38,42.43,,,
Radial Velocity,696.3,1.7,10.7,99.4,1.36,,
Radial Velocity,2151,3.38,10.27,18.21,,,
Radial Velocity,4.3123,0.0468,0.0126,12.83,0.77,,
Radial Velocity,9.6184,0.0799,0.0208,12.83,0.77,,
Radial Velocity,20.432,0.1321,0.0299,12.83,0.77,,
Radial Velocity,51.76,0.247,0.0164,12.83,0.77,,
Radial Velocity,197.8,0.6,0.0223,12.83,0.77,,
Radial Velocity,264.15,0.846,4.01,33.33,,,
Radial Velocity,963,,2.54,43.03,0.7,,
Radial Velocity,1.3283,,18.37,43.03,0.4,,
Radial Velocity,526.62,1.28,1.56,44.05,0.99,,
Radial Velocity,437.05,1.1735,1.82,77.82,1.13,,
Radial Velocity,6700,6.95,2.17,77.82,1.13,,
Radial Velocity,828,1.65,0.804,32.7,,,
Radial Velocity,15.56,0.115,0.0442,21.85,0.83,,
Radial Velocity,356,1.19,2.3,131.41,1.72,,
Radial Velocity,327.8,0.92,0.6,56.3,0.96,,
Radial Velocity,36.96,0.24,2.49,93.2,1.38,,
Radial Velocity,472.3,1.19,0.58,50.4,1,,
Radial Velocity,963.6,1.92,1.79,48.95,1.02,,
Radial Velocity,226.93,0.6813,0.1872,32.58,,,
Radial Velocity,342.85,0.8972,0.6579,32.58,,,
Radial Velocity,43.6,0.23,0.47,36.14,0.83,,
Radial Velocity,3.023573,0.0398,0.226,33.41,0.92,,
Radial Velocity,4.0845,0.05,0.07167,37.84,0.99,,
Radial Velocity,1353.6,2.395,0.35061,37.84,0.99,,
Radial Velocity,360.2,1.19,2.37,56.5,1.74,,
Radial Velocity,2732,4.6,2.37,56.5,1.74,,
Radial Velocity,712.13,1.93,7.32,121.36,0.91,,
Radial Velocity,762,1.6,1.2,87.41,1.22,,
Radial Velocity,4.94737,0.058,0.105,40.73,,,
Radial Velocity,2482.7,3.86,1.71,47.26,1.24,,
Radial Velocity,1293,2.353,4.954,31.03,1.04,,
Radial Velocity,119.6,0.5,1.05,28.07,1.18,,
Radial Velocity,641,1.6697,1.76,114,1.51,,
Radial Velocity,886,2.071,1.15,114,1.51,,
Radial Velocity,792.6,1.9,1.4,58.17,1.55,,
Radial Velocity,492.3,1.2,0.33,53.6,0.96,,
Radial Velocity,177.11,0.76,7.6,150.6,,,
Radial Velocity,201.3,0.759,1.03,25.7,1.44,,
Radial Velocity,604,1.58,2.46,25.7,1.44,,
Radial Velocity,589.64,1.64,2.3,10.34,2.1,,
Radial Velocity,2.818049,0.0368,0.398,35.8,0.84,1.098,
Radial Velocity,358,0.94,0.64,32.62,,,
Radial Velocity,22.017,0.148,0.44,40.32,0.89,,
Radial Velocity,572.4,1.3,1.26,35.59,0.92,,
Radial Velocity,152.6,0.54,0.17,35.59,0.92,,
Radial Velocity,480.5,1.2,6,80.06,1.1,,
Radial Velocity,1973,3.18,2.82,55.04,1.1,,
Radial Velocity,352.2,1.08,3.06,88.81,1.36,,
Radial Velocity,2374,3.86,4.85,88.81,1.36,,
Radial Velocity,2496,3.56,1.56,54.9,0.96,,
Radial Velocity,6.27711,0.0704,1.86,58.82,1.18,,
Radial Velocity,8.667,0.0785,0.0321,12.58,0.86,,
Radial Velocity,31.56,0.186,0.0371,12.58,0.86,,
Radial Velocity,197,0.63,0.057,12.58,0.86,,
Radial Velocity,851.8,1.76,6.1,45.7,1,,
Radial Velocity,2068,3.23,1.97,28.76,1.05,,
Radial Velocity,615,1.36,0.29,35.88,0.89,,
Radial Velocity,3383,4.511,3.15,51.36,,,
Radial Velocity,2.54858,0.037,1.87,36.52,1.05,,
Radial Velocity,1260,2.198,3.06,54.91,0.89,,
Radial Velocity,188.9,0.65,2.25,94.61,,,
Radial Velocity,379.1,1.03,2.25,94.61,,,
Radial Velocity,1770,3.067,1.103,81,1.23,,
Radial Velocity,51.645,0.292,1.8,64.56,,,
Radial Velocity,2473,3.85,8.06,64.56,,,
Radial Velocity,1275,2.3,1.11,38.52,1.05,,
Radial Velocity,4046,4.96,2,38.52,1.05,,
Radial Velocity,3.509267,0.0482,0.467,28.94,1.21,,
Radial Velocity,341.7,1.073,1.15,68.7,1.41,,
Radial Velocity,418.2,1.19,2.51,80.58,1.28,,
Radial Velocity,3.971,0.049,0.197,59.7,,,
Radial Velocity,5.7361,0.0614,0.05,41.27,0.93,,
Radial Velocity,5.39792,0.05664,0.02731,16.82,0.83,,
Radial Velocity,15.299,0.1134,0.02473,16.82,0.83,,
Radial Velocity,24.451,0.1551,0.02026,16.82,0.83,,
Radial Velocity,1966.1,3.13,1.34,48.64,,,
Radial Velocity,111.4357,0.449,3.94,29.04,0.97,0.98,
Radial Velocity,1001.7,1.94,6.86,32.56,0.96,,
Radial Velocity,184.02,0.81,2.7,88.26,2.1,,
Radial Velocity,705,1.65,1.3,112.23,,,
Radial Velocity,441.47,1.18306,1.681,27.46,1.2,,
Radial Velocity,220.078,0.74345,1.959,27.46,1.2,,
Radial Velocity,2.985698,0.0406,0.398,43.53,0.9,,
Radial Velocity,1313,2.45,0.68,52.5,1.13,,
Radial Velocity,788,1.52,0.132,33.96,0.76,,
Radial Velocity,58.43,0.26,0.011,11.15,0.69,,
Radial Velocity,227,0.757,1.8,44.15,,,
Radial Velocity,2.1375,0.035,1.5,91.16,1.21,,
Radial Velocity,1695,2.84,0.92,42.48,1.06,,
Radial Velocity,1475,2.86,7,72.57,,,
Radial Velocity,1634,3.02,14.2,38.26,,,
Radial Velocity,2754,3.6,1.78,18.06,,,
Radial Velocity,3.41587,0.0472,0.299,74.46,1.2,,
Radial Velocity,2157,3.27,1.78,30.88,,,
Radial Velocity,256.78,0.918,8.44,38.99,,,
Radial Velocity,49.77,0.25,0.057,22.09,0.84,,
Radial Velocity,325,0.96,3.58,32.32,1.1,,
Radial Velocity,143.58,0.477,0.37,28.9,,,
Radial Velocity,30.052,0.189,0.7,52.85,,,
Radial Velocity,192.9,0.654,1.82,52.85,,,
Imaging,,55.7,5,91.57,1.6,,
Radial Velocity,507,1.51,1.2,149.03,1.58,,
Radial Velocity,482,1.28,5.01,332,1.2,,
Radial Velocity,361.1,0.99,0.9,132.8,,,
Radial Velocity,647.3,1.4,4,221.24,0.91,,
Radial Velocity,498.9,1.3,0.68,84.03,1.31,,
Radial Velocity,9.4903,0.08,0.024,21.3,0.77,0.2,3.9
Radial Velocity,436.9,1.23,1.8,150.38,,,
Radial Velocity,4951,5.6,6.8,42.77,1,,
Radial Velocity,439.3,1.105,0.502,60.46,0.93,,
Radial Velocity,17.054,0.12186,0.087,17.99,0.83,,
Radial Velocity,4970,5.4,0.36,17.99,0.83,,
Radial Velocity,868,2.14,1.4,130.89,,,
Radial Velocity,184.2,0.81,8.2,84.6,2.1,,
Radial Velocity,144.3,0.72,1.98,,2.42,,
Transit,9.1205,0.0906,0.037,55.2,0.78,0.226,4.17
Radial Velocity,57.435,0.25,0.35,23.8,,,
Radial Velocity,6.673855,0.0692,3.88,52.88,0.99,,
Radial Velocity,147.73,0.545,1.28,52.88,0.99,,
Radial Velocity,952,1.89,0.57,52.88,0.99,,
Radial Velocity,345.72,0.89,1.42,44.8,0.78,,
Radial Velocity,9017.76,7.7,15.04,44.8,0.78,,
Radial Velocity,41.397,0.163506,0.298,11.03,,,
Radial Velocity,8.1352,0.07,0.0365,25.87,,,
Radial Velocity,32.03,0.178,0.40902,25.87,,,
Radial Velocity,431.7,1.01,0.5267,25.87,,,
Radial Velocity,124.6,0.565,9.18,149.25,1.54,,
Radial Velocity,1084.5,2.81,6,,2.5,,
Radial Velocity,88.9,0.46,1.38,,1.63,,
Radial Velocity,2131.8,3.82,5.98,,1.63,,
Radial Velocity,17337.5,20.25,9,23.98,,,
Radial Velocity,511.098,1.275,8.82,31.33,1.05,,
Imaging,,740,23,156.7,2.5,,
Radial Velocity,111.7,0.36,2.1,14.9,,,
Radial Velocity,5.0505,0.057,1.068,44.46,0.95,,
Radial Velocity,1058.8,2.55,20,106.5,1.93,,
Imaging,,773,21.9987,18.39,,1.051,
Radial Velocity,312,0.91,2.13,17.24,,,
Imaging,170000,68,7,39.94,,1.2,
Imaging,69000,38,10,39.94,,1.2,
Imaging,37000,24,10,39.94,,1.2,
Imaging,18000,14.5,,39.94,,,
Transit,19.30691,0.1374,,271,0.94,0.35,
Transit,39.93767,0.2257,,2019,1.35,0.674,
Transit,8.28212,0.0802,,294,1.01,0.208,
Transit,39.91488,0.2114,,290,0.8,0.169,
Transit,8.36802,0.0627,,219,0.47,0.429,
Transit,11.8104,0.091,,437,0.72,0.221,
Transit,7.62067,0.0662,,324,0.67,0.19,
Transit,19.07536,0.122,,324,0.67,0.191,
Transit,17.96753,0.119,,134,0.71,0.199,
Transit,32.94488,0.1491,,34,0.41,0.2,
Transit,7.921101,0.0762,0.13844,291,0.95,0.666,0.492
Transit,11.90727,0.1001,0.05003,291,0.95,0.402,0.94
Transit,9.32414,0.0731,,65,0.64,0.142,2.7
Transit,15.5012,0.1026,,65,0.64,0.171,5.4
Transit,0.381078,0.0088,1.4,225,0.6,0.223,
Transit,10.05429,0.0775,0.02643,42,0.61,0.185,4.32
Transit,24.6491,0.1405,0.00661,42,0.61,0.147,1.82
Transit,44.5705,0.2086,0.03492,42,0.61,0.136,17.5
Transit,10.00329,0.0777,,,0.63,0.211,
Transit,5.73491,0.0509,,,0.53,0.171,
Transit,10.93406,0.0783,,,0.53,0.171,
Transit,30.94191,0.1898,,,0.97,0.223,
Transit,28.67992,0.1814,,,0.97,0.238,
Transit,10.35176,0.0856,,,0.79,0.265,
Transit,18.44883,0.0848,,,0.24,0.143,
Transit,1.217514,0.02466,27.23,262,1.32,1.11,24.7
Transit,4.1137912,0.05496,1.522,124.22,1.31,1.286,
Transit,2.7033904,0.04122,1.477,178,1.28,1.345,0.75
Transit,7.8455821,0.08,0.442,222,1.13,1.18,
Radial Velocity,1276,2.39,3.71,222,1.13,,
Transit,2.7347749,0.04415,1.28,129,1.53,1.533,0.442
Transit,3.24406,0.04571,0.867,236,1.21,1.86,0.167
Orbital Brightness Modulation,0.2197,,,,,,
Orbital Brightness Modulation,0.32528,,,,,,
Orbital Brightness Modulation,0.81161,,,,,,
Transit,17.8552333,0.151,10,426,1.45,1.43,
Transit,1.763588,0.03641,9.28,,1.72,1.512,3.6
Transit,10.95416,,0.027,339,0.96,0.337,0.87
Transit Timing Variations,22.3395,0.15525,0.626,339,0.96,,
Transit,3.90512,0.0477,,800,0.95,1.11,
Transit,7.008151,0.074,,780,1.2,0.117,
Transit,8.719375,0.089,,780,1.2,0.106,
Transit,59.73667,0.32,,780,1.2,0.256,
Transit,91.93913,0.42,,780,1.2,0.237,
Transit,124.9144,0.48,,780,1.2,0.257,
Transit,210.60697,0.71,,780,1.2,0.723,
Transit,331.60059,1.01,,780,1.2,1.008,
Orbital Brightness Modulation,0.240104,0.006,0.0014,1180,0.5,0.068,
Orbital Brightness Modulation,0.342887,0.0076,0.0021,1180,0.5,0.077,
Transit,3.743208,0.05119,0.033,,1.28,0.153,10.1
Transit,10.423648,0.1013,0.049,,1.28,0.385,0.91
Transit,22.342989,0.1684,0.334,,1.28,1.005,0.363
Transit,54.32031,0.3046,0.11,,1.28,0.585,0.6
Radial Velocity,121.54,0.311,0.022,3.92,0.28,,
Transit,0.837491,0.0172,0.0145,173,0.91,0.132,8
Transit,45.294301,,0.054,173,0.91,0.21,7.1
Transit,6.88705,,0.023,,1.08,0.118,14.25
Transit,12.8159,,0.003,,1.08,0.196,0.35
Transit,35.3331,,0.009,,1.08,0.144,
Transit,3.4876812,0.0474,0.16,,1.17,0.51,1.45
Transit,6.02976,0.0684,0.01,,1.17,0.112,10.5
Transit,5.28696,,0.001,,0.81,0.042,23.29
Transit,7.07142,,0.009,,0.81,0.052,
Transit,10.3117,,0.012,,0.81,0.105,13.27
Transit,16.1457,,0.028,,0.81,0.198,4.68
Transit,27.4536,,0.002,,0.81,0.079,4.92
Transit,15.9654,,0.031,,1.09,0.301,1.38
Transit,179.612,,0.114,,1.09,0.459,1.47
Transit,11.427548,0.094,,,0.81,0.277,
Transit,23.668205,0.153,,,0.81,0.279,
Transit,51.755394,0.257,,,0.81,0.319,
Transit,5.4122,0.066,,,1.28,0.429,
Transit,7.125939,0.072,,,1.28,0.144,
Transit,6.16486,,0.0005,,1,0.073,1.26
Transit,13.5708,,0.033,,1,0.223,3.28
Transit,23.9802,,0.025,,1,0.085,
Transit,43.8445,,0.035,,1,0.228,3.1
Transit,3.179997,0.044,,,,0.139,
Transit,4.901425,0.059,,,,0.161,
Transit,7.958203,0.082,,,,0.095,
Transit,14.749049,0.123,,,,0.308,
Transit,49.183921,0.292,,,0.87,0.772,
Transit,190.323494,0.721,,,0.87,0.73,
Transit,6.48163,,0.004,,1.04,0.211,0.3
Transit,21.2227,,0.007,,1.04,0.225,0.65
Transit,10.3039,0.091,0.006,613,0.96,0.161,1.72
Transit,13.0241,0.107,0.009,613,0.96,0.256,0.66
Transit,22.6845,0.155,0.023,613,0.96,0.278,1.28
Transit,31.9996,0.195,0.025,613,0.96,0.374,0.58
Transit,46.6888,0.25,0.006,613,0.96,0.222,0.69
Transit,118.3807,0.466,0.079,613,0.96,0.297,4
Transit,12.691112,0.107,,,,0.163,
Transit,31.719775,0.198,,,,0.197,
Transit,3.341815,0.046,,,,0.141,
Transit,224.784608,0.761,,,,0.651,
Transit,8.408878,0.076,,,,0.211,
Transit,28.574263,0.172,,,,0.214,
Transit,4.754,,0.037,,0.75,0.162,10.73
Transit,8.92507,,0.027,,0.75,0.194,
Transit,5.188549,0.053,,,0.56,0.112,
Transit,8.041,,0.009,,0.56,0.143,
Transit,11.776,,0.012,,0.56,0.226,
Transit,2.403679,0.036,,,1,0.097,
Transit,8.990889,0.087,,,1,0.232,
Transit,5.968734,0.069,,,1.16,0.305,
Transit,13.07163,0.116,,,1.16,0.205,
Transit,18.7959228,0.1445,0.094,1430,1.13,0.719,0.3
Transit,50.790391,0.2804,1.84,1430,1.13,1.101,1.74
Transit,7.518496,0.073,,,0.86,0.175,
Transit,20.17202,0.141,,,0.86,0.685,
Transit,2.422082,0.035,,,,0.321,
Transit,4.125103,0.049,,,,0.082,
Transit,4.4379629,0.0553,0.432,600,1.17,1.754,0.11
Transit,6.312501,0.055,,,,0.192,
Transit,12.794585,0.088,,,,0.136,
Transit,3.177422,0.039,,,,0.209,
Transit,41.008011,0.216,,,,0.203,
Transit,5.766193,0.064,,,0.99,0.209,
Transit,12.465988,0.108,,,0.99,0.524,
Transit,21.587475,0.155,,,0.99,0.196,
Transit,37.993273,0.227,,,0.99,0.232,
Transit Timing Variations,56.268,,0.113,,0.99,0.156,
Transit,17.232366,0.135,,,1.03,0.262,
Transit,26.695074,0.181,,,1.03,0.132,
Transit,3.410493,0.039,,,,0.065,
Transit,13.821375,0.1,,,,0.156,
Transit,30.950851,0.17,,,,0.099,
Transit,4.164389,0.041,,,0.55,0.211,
Transit,5.774464,0.051,,,0.55,0.066,
Transit,10.495711,0.099,,,,0.136,
Transit,21.869741,0.162,,,,0.141,
Transit,100.283134,0.448,,,,0.223,
Transit,14.435889,0.125,,,,0.125,
Transit,29.393195,0.2,,,,0.237,
Transit,48.630408,0.28,,,,0.236,
Transit,15.09,,0.097,,1.18,0.101,
Transit,22.804,,0.105,,1.18,0.101,
Transit,15.79186,0.131,,,1.18,0.211,
Transit,82.20017,0.393,,,1.18,0.227,
Transit,8.457458,0.079,,,1,0.091,
Transit,27.50868,0.178,,,1,0.259,
Transit,87.517905,0.377,,,1,0.146,
Transit,16.092,,0.051,,1.02,0.215,6
Transit,25.5169,,0.026,,1.02,0.075,77.7
Transit,6.178196,0.067,,,,0.108,
Transit,6.414914,0.068,,,,0.114,
Transit,18.010199,0.136,,,,0.138,
Transit,8.129976,0.083,,,,0.157,
Transit,31.517586,0.204,,,,0.253,
Transit,5.317429,0.06,,,,0.178,
Transit,10.105785,0.092,,,,0.112,
Transit,6.00253,0.067,,,,0.161,
Transit,11.448708,0.103,,,,0.103,
Transit,11.5789,0.106,,,1.2,0.183,
Transit,16.399235,0.133,,,1.2,0.178,
Transit,8.436387,0.077,,,,0.131,
Transit,18.735753,0.13,,,,0.168,
Transit,10.3126,,0.00021,,0.52,0.047,2.6
Transit,13.7813,,0.0062,,0.52,0.107,6.2
Transit,23.0881,,0.00201,,0.52,0.108,2.1
Transit,15.771044,0.127,,,1.08,0.262,
Transit,157.072878,0.586,,,1.08,0.302,
Transit,6.790123,,8.4,980,1.51,1.136,7.1
Transit,3.25427,0.045,,,,0.144,
Transit,91.353282,0.414,,,,0.161,
Transit,3.107675,0.039,,,1,0.062,
Transit,7.010606,0.067,,,1,0.126,
Transit,2.024152,0.032,,,0.99,0.178,
Transit,4.761702,0.057,,,0.99,0.255,
Transit,41.809118,0.242,,,0.99,0.193,
Transit,16.007583,0.127,,,,0.215,
Transit,27.082511,0.181,,,,0.301,
Transit,5.885273,0.066,,,1.03,0.119,
Transit,10.104665,0.094,,,1.03,0.12,
Transit,22.951,,0.117,,1.32,0.236,
Transit,42.882,,0.25,,1.32,0.385,
Transit,31.158799,0.2,,,,0.331,
Transit,76.732171,0.364,,,,0.279,
Transit,12.610584,0.113,,,1.01,0.136,
Transit,33.416423,0.216,,,1.01,0.217,
Transit,1.729366,0.028,,,,0.161,
Transit,4.180043,0.05,,,,0.321,
Transit,29.198943,0.184,,,,0.376,
Transit,55.328328,0.281,,,,0.144,
Transit,160.018032,0.571,,,,0.353,
Transit,4.942782,0.05714,0.66,,1.02,0.96,0.93
Transit,3.428054,0.044,,,,0.112,
Transit,7.381998,0.073,,,,0.329,
Transit,12.56093,0.104,,,,0.249,
Transit,30.826557,0.189,,,,0.278,
Transit,15.228958,0.116,,,0.83,0.273,
Transit,24.674612,0.16,,,0.83,0.186,
Transit,18.207973,0.124,,,,0.249,
Transit,88.255055,0.356,,,,0.213,
Transit,18.870227,0.129,,,,0.261,
Transit,46.90232,0.237,,,,0.226,
Transit,33.040532,0.198,,,0.89,0.202,
Transit,62.303276,0.303,,,0.89,0.263,
Transit,5.931194,0.056,,,0.58,0.186,
Transit,52.661793,0.242,,,0.58,0.2,
Transit,4.973456,0.054,,,,0.205,
Transit,15.906801,0.117,,,,0.227,
Transit,1.732342,0.028,,,,0.118,
Transit,13.5405,0.11,,,,0.2,
Transit,16.709184,0.111,,,,0.189,
Transit,28.551383,0.158,,,,0.17,
Transit,10.139623,0.082,,,,0.212,
Transit,43.595792,0.218,,,,0.304,
Transit,228.776,0.7048,0.333,61,0.69,0.754,0.964
Transit,4.309427,0.05,,,,0.137,
Transit,13.699087,0.109,,,,0.322,
Transit,4.921355,0.054,,,0.77,0.189,
Transit,7.06424,0.068,,,0.77,0.183,
Transit,6.919798,0.069,,,,0.112,
Transit,19.446355,0.137,,,,0.27,
Transit,7.810937,0.078,,,0.96,0.094,
Transit,21.347262,0.152,,,0.96,0.202,
Transit,5.03503,0.058,,,1.11,0.126,
Transit,10.945723,0.097,,,1.11,0.244,
Transit,28.986769,0.187,,,1.11,0.219,
Transit,8.180848,0.072,,,,0.207,
Transit,15.31299,0.11,,,,0.199,
Transit,7.650254,0.072,,,,0.203,
Transit,34.260281,0.195,,,,0.212,
Transit,4.393147,0.048,,,0.76,0.129,
Transit,7.406097,0.068,,,0.76,0.122,
Transit,4.425391,0.056,,,,0.13,
Transit,13.193242,0.116,,,,0.24,
Transit,3.250619,0.04,,,0.86,0.101,
Transit,6.195469,0.062,,,0.86,0.108,
Transit,8.348125,0.075,,,0.86,0.112,
Transit,13.767102,0.105,,,0.86,0.196,
Transit,87.090195,0.359,,,0.86,0.23,
Transit,1.4857108,0.02591,2.45,800,1.16,1.31,1.35
Transit,7.930592,0.08,,,,0.285,
Transit,16.665863,0.131,,,,0.255,
Transit,4.166972,0.05,,,,0.209,
Transit,11.463462,0.098,,,,0.228,
Transit,39.595519,0.223,,,,0.169,
Transit,2.940309,0.04,,,0.86,0.21,
Transit,6.388996,0.068,,,0.86,0.255,
Transit,14.627119,0.118,,,0.86,0.201,
Transit,35.118736,0.211,,,0.86,0.246,
Transit,4.263742,0.048,,,0.78,0.115,
Transit,8.005777,0.074,,,0.78,0.217,
Transit,13.98179,0.1,,,,0.175,
Transit,44.000529,0.214,,,,0.133,
Transit,247.35373,0.677,,,,0.195,
Transit,11.903515,0.105,,,1.04,0.228,
Transit,34.035257,0.213,,,1.04,0.277,
Transit,5.433074,0.058,,,,0.128,
Transit,12.759712,0.102,,,,0.232,
Transit,25.751974,0.163,,,,0.224,
Transit,36.855,,0.006,,1.07,0.259,
Transit,49.412,,0.024,,1.07,0.633,
Transit,9.576694,0.085,,,,0.259,
Transit,20.552802,0.142,,,,0.257,
Transit,96.678988,0.397,,,,0.352,
Transit,2.735926,0.036,,,,0.146,
Transit,6.40013,0.064,,,,0.178,
Transit,3.504725,0.0447,0.022,,0.97,0.178,4.9
Transit,7.64159,0.0752,0.054,,0.97,0.49,0.59
Transit,14.85888,0.1172,0.052,,0.97,0.623,0.27
Transit,13.817124,0.109,,,0.84,0.134,
Transit,41.885775,0.229,,,0.84,0.269,
Transit,3.137873,0.04,,,,0.113,
Transit,4.302149,0.049,,,,0.178,
Transit,9.825792,0.096,,,1.14,0.23,
Transit,20.684342,0.157,,,1.14,0.306,
Transit,5.687945,0.064,,,,0.184,
Transit,11.637071,0.103,,,,0.203,
Transit,10.687576,0.092,,,,0.211,
Transit,20.303005,0.141,,,,0.176,
Transit,29.022358,0.179,,,,0.222,
Transit,1.6329,0.026,,,0.79,0.104,
Transit,20.729042,0.139,,,0.79,0.18,
Transit,3.8867907,0.0343,,172,0.54,0.095,
Transit,7.267302,0.0451,,172,0.54,0.112,
Transit,13.342996,0.0781,,172,0.54,0.125,
Transit,22.407704,0.11,,172,0.54,0.113,
Transit,129.9441,0.432,,172,0.54,0.104,
Transit,4.938864,0.059,,,0.85,0.126,
Transit,10.640263,0.099,,,0.85,0.238,
Transit,2.061897,0.032,,,,0.15,
Transit,5.996553,0.066,,,,0.285,
Transit,10.399931,0.088,,,0.79,0.108,
Transit,20.134866,0.137,,,0.79,0.212,
Transit,9.2869944,,0.064,2119,0.94,0.197,10.4
Transit Timing Variations,160,,6,2119,0.94,,
Transit,2.019999,0.03,,,0.84,0.139,
Transit,3.763024,0.045,,,0.84,0.13,
Transit,9.939632,0.087,,,0.85,0.12,
Transit,17.738506,0.128,,,0.85,0.166,
Transit,9.926746,0.09,,,,0.244,
Transit,21.2234,0.15,,,,0.249,
Transit,11.38848,0.106,,,,0.213,
Transit,50.697494,0.286,,,,0.245,
Transit,2.092281,0.032,,,,0.135,
Transit,17.308032,0.131,,,,0.231,
Transit,52.814973,0.275,,,,0.214,
Transit,8.307872,0.077,,,,0.181,
Transit,34.096863,0.197,,,,0.138,
Transit,20.739886,0.138,,,,0.17,
Transit,47.427737,0.24,,,,0.2,
Transit,5.599308,0.06,,,,0.091,
Transit,10.349695,0.09,,,,0.11,
Transit,15.677563,0.119,,,,0.109,
Transit,25.209715,0.164,,,,0.081,
Transit,17.790037,0.131,,,0.93,0.252,
Transit,49.567416,0.259,,,0.93,0.22,
Transit,23.637604,0.158,,,,0.277,
Transit,67.093408,0.316,,,,0.29,
Transit,3.6961219,0.04537,0.027,290,0.91,0.17,6.5
Transit,10.854092,0.093,0.051,290,0.91,0.274,2.91
Transit,77.61184,0.3453,0.063,290,0.91,0.245,4.07
Transit,6.098493,,0.01,290,0.91,0.077,
Transit,19.57706,,0.045,290,0.91,0.092,
Transit,8.594805,0.08,,,,0.19,
Transit,10.222157,0.09,,,,0.142,
Transit,25.672083,0.175,,,1.17,0.219,
Transit,151.884058,0.573,,,1.17,0.254,
Transit,4.069427,0.045,,,,0.145,
Transit,16.282493,0.113,,,,0.165,
Transit,3.162697,0.043,,,0.98,0.229,
Transit,5.370647,0.061,,,0.98,0.22,
Transit,11.32972,0.1,,,0.98,0.128,
Transit,14.400974,0.117,,,0.96,0.226,
Transit,25.660593,0.173,,,0.96,0.16,
Transit,2.75564,0.032,,,,0.135,
Transit,20.306546,0.122,,,,0.146,
Transit,7.781987,0.078,,,0.94,0.107,
Transit,13.137471,0.111,,,0.94,0.158,
Transit,23.44281,0.163,,,0.94,0.106,
Transit,1.611865,0.029,,,,0.14,
Transit,3.071571,0.044,,,,0.134,
Transit,5.868075,0.068,,,,0.295,
Transit,4.22864,0.054,,,1.03,0.145,
Transit,7.466623,0.079,,,1.03,0.124,
Transit,11.131786,0.103,,,1.03,0.107,
Transit,16.259458,0.132,,,1.03,0.132,
Transit,16.087845,0.122,,,,0.202,
Transit,41.749882,0.231,,,,0.277,
Transit,2.785755,0.042507,0.033,108,1.34,0.146,12.9
Transit,2.453234,0.032,,,,0.262,
Transit,7.972513,0.07,,,,0.323,
Transit,4.138575,0.048,,,0.97,0.112,
Transit,6.04045,0.062,,,0.97,0.115,
Transit,16.257582,0.133,,,1.16,0.097,
Transit,31.805174,0.207,,,1.16,0.244,
Transit,2.46236,0.036,,,0.94,0.145,
Transit,4.822962,0.057,,,0.94,0.209,
Transit,15.660544,0.13,,,,0.233,
Transit,28.7798,0.194,,,,0.19,
Transit,9.360672,0.084,,,0.77,0.145,
Transit,14.667108,0.113,,,0.77,0.158,
Transit,30.864423,0.185,,,0.77,0.213,
Transit,68.16101,0.314,,,0.77,0.156,
Transit,7.693641,0.079,,,,0.21,
Transit,17.406669,0.136,,,,0.271,
Transit,5.374943,0.065,,,,0.199,
Transit,8.586004,0.089,,,,0.165,
Transit,3.619337,0.046,,,,0.132,
Transit,44.699576,0.248,,,,0.28,
Transit,4.585512,0.057,,,,0.263,
Transit,22.714613,0.165,,,,0.319,
Transit,47.903645,0.272,,,,0.251,
Transit,289.8623,0.849,0.113,190,0.97,0.212,14.7
Transit,4.159807,0.046,,,,0.072,
Transit,9.034199,0.076,,,,0.14,
Transit,28.122397,0.163,,,,0.087,
Transit,45.902733,0.226,,,,0.119,
Transit,2.795906,0.037,,,0.72,0.153,
Transit,5.690586,0.059,,,0.72,0.261,
Transit,10.04156,0.087,,,0.72,0.244,
Transit,18.369917,0.13,,,0.72,0.235,
Transit,3.936981,0.048,,,,0.282,
Transit,10.08881,0.091,,,,0.414,
Transit,28.081912,0.18,,,,0.329,
Transit,7.384108,0.073,,,,0.151,
Transit,9.848183,0.088,,,,0.178,
Transit,14.788759,0.116,,,,0.266,
Transit,19.721734,0.14,,,,0.214,
Transit,3.132924,0.038,,,0.74,0.124,
Transit,5.925003,0.058,,,0.74,0.278,
Transit,11.349393,0.089,,,0.74,0.205,
Transit,18.643577,0.124,,,0.74,0.176,
Transit,6.738975,0.056,,,,0.107,
Transit,18.794234,0.111,,,,0.164,
Transit,3.940997,0.047,,,0.86,0.138,
Transit,5.349555,0.058,,,0.86,0.203,
Transit,8.109044,0.076,,,0.86,0.109,
Transit,9.488015,0.09,,,,0.277,
Transit,54.418694,0.29,,,,0.271,
